"ID";"Telefon dienstlich";"Mobiltelefon";"Fax";"Telefon privat";"Pager-Nummer";"Andere Telefonnummer";"E-Mail dienstlich";"E-Mail privat";"Andere E-Mail";"Verantwortlich";"Logo";"Unternehmensname";"Unternehmenstyp";"Mitarbeiter";"Unternehmenswebsite";"Persönliche Seite";"Facebook-Seite";"LiveJournal";"Twitter";"Andere Website";"Skype-ID";"ICQ-Nummer";"MSN/Live!";"Jabber";"Andere Kontaktmöglichkeit";"Adresse";"Straße";"Zimmernummer / Raum";"Stadt";"Region";"Bundesland / Kanton";"PLZ";"Land";"Rechnungsadresse";"Straße (für Rechnungen)";"Zimmernummer / Raum (für Rechnungen)";"Stadt (für Rechnungen)";"Region (für Rechnungen)";"Bundesland / Kanton (für Rechnungen)";"PLZ (für Rechnungen)";"Land (für Rechnungen)";"Bankverbindung";"Branche";"Jahresgewinn";"Währung";"Kommentar";"Erstellt von";"Erstellt am";"Geändert von";"Geändert am";"Zusatz";"Straße";"PLZ";"Ort";"Land";"Sperrvermerk";"Attribute";"Klientensegmentierung";"Wunschklient";"Letzte Rechnungsstellung (Jahr)";"VS_Kontaktperson";
"145";"+49 (9071) 770 35-0";"";"+49 (9071) 770 35-29";"";"";"";"";"";"";"Tim Comanns";"";"5 Sterne Team Rednervermittlung";"# nicht ausgewählt #";"<100";"http://www.5-sterne-redner.de";"";"";"";"";"";"";"";"";"";"";"Untere Hauptstrasse 5<br />
89407 Dillingen/Donau<br/>";"Untere Hauptstrasse 5
89407 Dillingen/Donau";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:04";"Johannes Gehrmann";"19.03.2015 10:01:20";"Rednervermittlung";"Untere Hauptstrasse 5";"89407";"Dillingen/Donau";"DE";"";"";"E-Kunde = ""nicht bearbeiten""";"nein";"0";"Lars Vollmer";
"146";"+49 (511) 87592845";"";"";"";"";"";"";"";"";"Tim Comanns";"";"7P Solutions & Consulting AG";"";"";"http://www.7p-group.com/portfolio/";"";"";"";"";"";"";"";"";"";"";"Hildesheimer Straße 265-267<br />
30519 Hannover<br/>";"Hildesheimer Straße 265-267
30519 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Hildesheimer Straße 265-267";"30519";"Hannover";"DE";"";"";"";"nein";"";"Lars Vollmer";
"147";"+49 (8331) 930 - 01";"";"+49 (8331) 930 - 101";"";"";"";"";"";"";"Tim Comanns";"";"A. Berger GmbH & Co. KG";"";"";"http://www.aberger.de";"";"";"";"";"";"";"";"";"";"";"In der Neuen Welt 14<br />
87700 Memmingen<br/>";"In der Neuen Welt 14
87700 Memmingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"In der Neuen Welt 14";"87700";"Memmingen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"148";"+49 (7621) 174-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"A. Raymond GmbH & Co. KG";"";"";"http://www.araymond.de/";"";"";"";"";"";"";"";"";"";"";"Teichstr. 57<br />
79539 Lörrach<br/>";"Teichstr. 57
79539 Lörrach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"h) 1.000+";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"Sonstige Eisenwaren, Scharniere, Schlösser, Schlüssel usw.";"Teichstr. 57";"79539";"Lörrach";"DE";"";"";"";"ja";"";"Lars Vollmer";
"149";"+49 (7431) 1288-0";"";"+49 (7431) 1288-83";"";"";"";"";"";"";"Benno Löffler";"";"A. Steinmeyer GmbH & Co. KG";"# nicht ausgewählt #";"<100";"http://www.steinmeyer.com/";"";"";"";"";"";"";"";"";"";"";"Riedstraße 7<br />
72458 Albstadt<br/>";"Riedstraße 7
72458 Albstadt";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"UStID: DE 144844804";"Tim Comanns";"19.12.2013 15:19:04";"Azra Avdagic";"09.03.2015 13:43:53";"";"Riedstraße 7";"72458";"Albstadt";"DE";"";"";"";"nein";"2009";"Nicole Tietz";
"150";"+49 (5223) 8791-0";"";"+49 (5223) 8791-11";"";"";"";"";"";"";"Tim Comanns";"";"A+F Automation + Fördertechnik GmbH";"";"";"http://www.oystar.afautomation.de";"";"";"";"";"";"";"";"";"";"";"Industriestr. 13<br />
32278 Kirchlengern<br/>";"Industriestr. 13
32278 Kirchlengern";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"OYSTAR";"Industriestr. 13";"32278";"Kirchlengern";"DE";"";"";"";"ja";"";"Nicole Tietz";
"151";"+49 (5665) 92 29 29";"";"+49 (5665) 92 29 28";"";"";"";"";"";"";"Tim Comanns";"";"AAM-Agentur Künstlervermittlung";"";"";"http://www.aam-agentur.de";"";"";"";"";"";"";"";"";"";"";"Brückenstrasse 4<br />
34302 Guxhaven<br/>";"Brückenstrasse 4
34302 Guxhaven";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"Künstlervermittlung";"Brückenstrasse 4";"34302";"Guxhaven";"DE";"";"";"";"nein";"";"Kai Raedisch";
"152";"+49 (35202) 57-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"AB Elektronik Sachsen GmbH";"";"";"http://www.amz-sachsen.de/de/lieferantenportal_carnet/detail/?tx_amzdb_pi2[tx_amzdb_company]=6058";"";"";"";"";"";"";"";"";"";"";"Salzstrasse 3<br />
01738 Klingenberg<br/>";"Salzstrasse 3
01738 Klingenberg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Salzstrasse 3";"1738";"Klingenberg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"153";"+49 (2102) 12-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ABB AG";"";"";"http://new.abb.com/de";"";"";"";"";"";"";"";"";"";"";"Oberhausener Str. 33<br />
40472 Ratingen<br/>";"Oberhausener Str. 33
40472 Ratingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Oberhausener Str. 33";"40472";"Ratingen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"154";"+49 (6203) 71-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ABB Automation Products GmbH";"";"";"http://new.abb.com/de";"";"";"";"";"";"";"";"";"";"";"Wallstadter Str. 59<br />
68526 Ladenburg<br/>";"Wallstadter Str. 59
68526 Ladenburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Wallstadter Str. 59";"68526";"Ladenburg";"DE";"";"";"";"nein";"";"Benno Löffler";
"155";"+41 (58) 586 41 11";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ABB CMC Low Voltage Products";"";"";"http://www.abb.ch/";"";"";"";"";"";"";"";"";"";"";"Fulachstrasse 150<br />
8201 Schaffhausen<br />
Schweiz<br/>";"Fulachstrasse 150
8201 Schaffhausen
Schweiz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Fulachstrasse 150";"8201";"Schaffhausen";"CH";"";"";"";"nein";"";"Nicole Tietz";
"156";"+49 (621) 589-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Abbott GmbH & Co. KG";"# nicht ausgewählt #";"<100";"http://www.abbott.de/";"";"";"";"";"";"";"";"";"";"";"Knollstrasse 50<br />
67061 Ludwigshafen<br/>";"Knollstrasse 50
67061 Ludwigshafen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:04";"Erik Müller";"02.10.2014 17:35:20";"";"Knollstrasse 50";"67061";"Ludwigshafen";"DE";"";"";"";"nein";"2006";"Nicole Tietz";
"157";"+49 (421) 6733-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Abeking & Rasmussen AG";"# nicht ausgewählt #";"<100";"http://www.abeking.com";"";"";"";"";"";"";"";"";"";"";"An der Fähre 2<br />
27809 Lemwerder<br/>";"An der Fähre 2
27809 Lemwerder";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:04";"Anna Ljubomirska";"19.09.2014 10:51:59";"Schiffs- und Yachtwerft";"An der Fähre 2";"27809";"Lemwerder";"DE";"";"Höchstleisterstudie 2014: Potenzieller Kandidat";"";"ja";"0";"Nicole Tietz";
"158";"+49 (4155) 818-0";"";"+49 (4155) 818 499";"";"";"";"";"";"";"Martin Mittendorf";"";"Abel GmbH & Co. KG";"";"";"http://www.abel.de";"";"";"";"";"";"";"";"";"";"";"Abel-Twiete 1<br />
21514 Büchen<br/>";"Abel-Twiete 1
21514 Büchen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Azra Avdagic";"28.04.2015 11:10:13";"";"Abel-Twiete 1";"21514";"Büchen";"DE";"";"";"";"ja";"";"Nicole Tietz";
"160";"+49 (511) 38761-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"abis albrecht gmbh";"";"";"http://www.abis-albrecht.de";"";"";"";"";"";"";"";"";"";"";"Leisewitzstr. 41<br />
30175 Hannover<br/>";"Leisewitzstr. 41
30175 Hannover";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Leisewitzstr. 41";"30175";"Hannover";"DE";"";"";"";"nein";"";"Nicole Tietz";
"161";"+49 (2307) 91049-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ABL Consulting";"";"";"http://www.ablconsulting.eu";"";"";"";"";"";"";"";"";"";"";"Eichenweg 1<br />
59174 Kamen<br/>";"Eichenweg 1
59174 Kamen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Eichenweg 1";"59174";"Kamen";"DE";"";"";"";"nein";"";"Lars Vollmer";
"162";"+49 (9231) 67-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ABM Greiffenberger Antriebstechnik GmbH";"";"";"http://www.abm-antriebe.de";"";"";"";"";"";"";"";"";"";"";"Friedenfelser Strasse 24<br />
95615 Marktredwitz<br/>";"Friedenfelser Strasse 24
95615 Marktredwitz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Friedenfelser Strasse 24";"95615";"Marktredwitz";"DE";"";"";"";"nein";"";"Nicole Tietz";
"163";"+49 (9436) 433";"";"+49 (9436) 2614";"";"";"";"webmaster@abn-drucklufttechnik.de";"";"";"Tim Comanns";"";"ABN Apparatebau";"";"";"http://www.abn-drucklufttechnik.de";"";"";"";"";"";"";"";"";"";"";"Nittenau GmbH | A1.400<br />
93149 Nittenau<br/>";"Nittenau GmbH | A1.400
93149 Nittenau";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"Heideweg 11";"Nittenau GmbH | A1.400";"93149";"Nittenau";"DE";"";"";"";"nein";"";"Nicole Tietz";
"165";"+49 (2261) 37-0";"";"+49 (2261) 37 –247";"";"";"";"";"";"";"Tim Comanns";"";"ABUS Kransysteme GmbH NICHT MEHR ANSCHREIBEN";"# nicht ausgewählt #";"<100";"http://www.abus-kransysteme.de/";"";"";"";"";"";"";"";"";"";"";"Sonnenweg 1<br />
51647 Gummersbach<br/>";"Sonnenweg 1
51647 Gummersbach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:04";"Nicole Tietz";"25.04.2017 11:24:08";"";"Sonnenweg 1";"51647";"Gummersbach";"DE";"";"";"C-Kunde = 150 - 50 Mio. Umsatz";"ja";"2008";"Kai Raedisch";
"166";"+49 (37296) 713-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"ABUS Pfaffenhain GmbH";"";"";"http://www.abus.com/";"";"";"";"";"";"";"";"";"";"";"Fabrikstr. 1<br />
09387 Jahnsdorf/Erzgeb.<br/>";"Fabrikstr. 1
09387 Jahnsdorf/Erzgeb.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"e) 100 bis 199";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Fabrikstr. 1";"9387";"Jahnsdorf/Erzgeb.";"DE";"";"";"";"ja";"";"Kai Raedisch";
"167";"+49 (7392) 708 - 0";"";"+49 (7392) 708 - 190";"";"";"";"";"";"";"Tim Comanns";"";"ACD Gruppe";"";"";"http://www.acd-gruppe.de";"";"";"";"";"";"";"";"";"";"";"Engelberg 2<br />
88480 Achstetten<br/>";"Engelberg 2
88480 Achstetten";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Engelberg 2";"88480";"Achstetten";"DE";"";"";"";"nein";"";"Benno Löffler";
"168";"+49 (36481) 589-0";"";"";"";"";"";"info@acd-systemtechnik.de";"";"";"Tim Comanns";"";"ACD-Systemtechnik GmbH";"";"";"http://www.acd-elektronik.de/";"";"";"";"";"";"";"";"";"";"";"Zum Mühlenberg 6<br />
07806 Neustadt an der Orla<br/>";"Zum Mühlenberg 6
07806 Neustadt an der Orla";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ist Tochterunternehmen von ACD Gruppe";"Tim Comanns";"19.12.2013 15:19:04";"Tim Comanns";"19.12.2013 15:19:04";"";"Zum Mühlenberg 6";"7806";"Neustadt an der Orla";"DE";"";"";"";"nein";"";"Benno Löffler";
"169";"+49 (2173) 9226-10";"";"+49 (2173) 9226-19";"";"";"";"";"";"";"Michael Kasteleiner";"";"ACE Stoßdämpfer GmbH";"";"";"http://www.ace-ace.de";"";"";"";"";"";"";"";"";"";"";"Albert-Einstein-Str. 15<br />
40764 Langenfeld<br/>";"Albert-Einstein-Str. 15
40764 Langenfeld";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:04";"Azra Avdagic";"21.04.2015 11:52:38";"";"Albert-Einstein-Str. 15";"40764";"Langenfeld";"DE";"";"";"";"ja";"";"Kai Raedisch";
"170";"+49 (2732) 799-0";"";"";"";"";"";"";"";"";"Michael Kasteleiner";"";"Achenbach Buschhütten GmbH";"# nicht ausgewählt #";"";"http://www.achenbach.de";"";"";"";"";"";"";"";"";"";"";"Siegener Straße 152<br />
57223 Kreuztal<br/>";"Siegener Straße 152
57223 Kreuztal";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:04";"Beate Büder-Wendelborn";"16.09.2015 14:35:45";"";"Siegener Straße 152";"57223";"Kreuztal";"DE";"";"";"C-Kunde = 150 - 50 Mio. Umsatz";"nein";"0";"Kai Raedisch";
"173";"";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Acon (zu Comexi)";"";"";"";"";"";"";"";"";"";"";"";"";"";"PIACENZA<br />
Italy<br/>";"PIACENZA
Italy";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"";"";"Piacenza";"IT";"Wettbewerbsverbot: H&B bis Mitte 2016";"";"";"nein";"";"Lars Vollmer";
"174";"+49 (2734) 2804-0";"";"+49 (2734) 2804-28";"";"";"";"info@acrolyne.de";"";"";"Tim Comanns";"";"acrolyne Construction + Kunststoff-Design GmbH";"";"";"http://www.acrolyne.de";"";"";"";"";"";"";"";"";"";"";"Gewerbestraße 3<br />
57258 Freudenberg<br/>";"Gewerbestraße 3
57258 Freudenberg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Gewerbestraße 3";"57258";"Freudenberg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"175";"+49 (30) 536333-0";"";"+49 (30) 536333- 99";"";"";"";"ad-agenda@ad-agenda.com";"";"";"Tim Comanns";"";"AD AGENDA Kommunikation und Event GmbH";"";"";"http://www.ad-agenda.com";"";"";"";"";"";"";"";"";"";"";"Rotherstraße 21<br />
10245 Berlin<br/>";"Rotherstraße 21
10245 Berlin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"Oberbaum City";"Rotherstraße 21";"10245";"Berlin";"DE";"";"";"";"nein";"";"Nicole Tietz";
"176";"+49 (2202) 9534-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Adels-Contact Elektrotechnische Fabrik GmbH & Co. KG";"";"";"http://www.adels-contact.de/web/de?B7gsBADdzpcA";"";"";"";"";"";"";"";"";"";"";"Buchholzstr. 40-46<br />
51469 Bergisch Gladbach<br/>";"Buchholzstr. 40-46
51469 Bergisch Gladbach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"";"e) 100 bis 199";"Tim Comanns";"19.12.2013 15:19:05";"Erik Müller";"06.08.2014 16:13:50";"";"Buchholzstr. 40-46";"51469";"Bergisch Gladbach";"DE";"";"";"";"ja";"";"Nicole Tietz";
"177";"+49 (941) 604868-0";"";"+49 (941) 604868-10";"";"";"";"info@adEvents.de";"";"";"Tim Comanns";"";"adEvents cross media AG";"";"";"http://www.adEvents.de";"";"";"";"";"";"";"";"";"";"";"Weißenburgstraße 27<br />
93055 Regensburg<br/>";"Weißenburgstraße 27
93055 Regensburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Weißenburgstraße 27";"93055";"Regensburg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"179";"+49 (7940) 15-0";"";"+49 (7940) 15-1000";"";"";"";"";"";"";"Benno Löffler";"";"Adolf Würth GmbH & Co KG";"# nicht ausgewählt #";"";"http://www.wuerth.de/web/de/awkg/index.php";"";"";"";"";"";"";"";"";"";"";"Reinhold-Würth-Str. 12-17<br />
74653 Künzelsau-Gaisbach<br/>";"Reinhold-Würth-Str. 12-17
74653 Künzelsau-Gaisbach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"";"";"h) 1.000+";"Tim Comanns";"19.12.2013 15:19:05";"Beate Büder-Wendelborn";"17.11.2015 14:51:55";"";"Reinhold-Würth-Str. 12-17";"74653";"Künzelsau-Gaisbach";"DE";"";"";"C-Kunde = 150 - 50 Mio. Umsatz";"ja";"0";"Nicole Tietz";
"180";"+49 (34321) 61-0";"";"+49 (34321) 61-118";"";"";"";"";"";"";"Michael Kasteleiner";"";"AEL Apparatebau GmbH Leisnig";"# nicht ausgewählt #";"<100";"http://www.ael.de/ael/web/start.php";"";"";"";"";"";"";"";"";"";"";"Döbelner Str. 9<br />
04703 Leisnig<br/>";"Döbelner Str. 9
04703 Leisnig";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:05";"Azra Avdagic";"27.04.2015 14:44:50";"";"Döbelner Str. 9";"4703";"Leisnig";"DE";"";"";"D-Kunde = unter 50 Mio. Umsatz";"ja";"0";"Nicole Tietz";
"181";"";"";"";"";"";"";"";"";"";"Tim Comanns";"";"AERO PLACE";"";"";"http://www.aeroplace.de";"";"";"";"";"";"";"";"";"";"";"Hegelallee 55<br />
14467 Potsdam<br/>";"Hegelallee 55
14467 Potsdam";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Hegelallee 55";"14467";"Potsdam";"DE";"";"";"";"nein";"";"Lars Vollmer";
"182";"+49 (531) 2359-0";"";"+49 (531) 2359-158";"";"";"";"";"";"";"Tim Comanns";"";"Aerodata AG";"";"";"http://www.aerodata.de/";"";"";"";"";"";"";"";"";"";"";"Hermann-Blenk-Str. 34-36<br />
38108 Braunschweig<br/>";"Hermann-Blenk-Str. 34-36
38108 Braunschweig";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Hermann-Blenk-Str. 34-36";"38108";"Braunschweig";"DE";"";"";"";"nein";"";"Nicole Tietz";
"184";"+49 (7461) 95-0";"";"";"";"";"";"info@aesculap.de";"";"";"Tim Comanns";"";"Aesculap AG";"# nicht ausgewählt #";"<100";"http://www.bbraun.de/cps/rde/xchg/bbraun-de/hs.xsl/aesculap-portal.html";"";"";"";"";"";"";"";"";"";"";"Am Aesculap-Platz<br />
78532 Tuttlingen<br/>";"Am Aesculap-Platz
78532 Tuttlingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"# nicht ausgewählt #";"0";"Euro";"";"Tim Comanns";"19.12.2013 15:19:05";"Erik Müller";"28.08.2014 15:59:55";"";"Am Aesculap-Platz";"78532";"Tuttlingen";"DE";"";"";"";"nein";"2005";"Nicole Tietz";
"185";"+49 (2684) 84-0";"";"+49 (2684) 84-312";"";"";"";"";"";"";"Martin Mittendorf";"";"Afflerbach Bödenpresserei GmbH & Co KG";"";"";"http://www.afflerbach.de/";"";"";"";"";"";"";"";"";"";"";"Hauptstr. 2<br />
56305 Puderbach<br/>";"Hauptstr. 2
56305 Puderbach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"f) 200 bis 499";"Tim Comanns";"19.12.2013 15:19:05";"Azra Avdagic";"21.04.2015 14:10:48";"";"Hauptstr. 2";"56305";"Puderbach";"DE";"";"";"";"ja";"";"Nicole Tietz";
"186";"+49 (3525) 746-0";"";"+49 (3525) 746-122";"";"";"";"";"";"";"Tim Comanns";"";"AFG Arbonia - Forster - Riesa GmbH";"";"";"http://www.arbonia.de";"";"";"";"";"";"";"";"";"";"";"Heinrich-Schönberg-Str. 3<br />
01591 Riesa<br/>";"Heinrich-Schönberg-Str. 3
01591 Riesa";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Heinrich-Schönberg-Str. 3";"1591";"Riesa";"DE";"";"";"";"ja";"";"Nicole Tietz";
"187";"+49 (711) 72842-100";"";"+49 (711) 72842-4884";"";"";"";"info@afi-solutions.com";"";"";"Tim Comanns";"";"AFI - P.M. Belz Agentur für Informatik GmbH";"";"";"http://www.afi-solutions.com/";"";"";"";"";"";"";"";"";"";"";"Julius-Hölder-Straße 39<br />
70597 Stuttgart<br/>";"Julius-Hölder-Straße 39
70597 Stuttgart";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Julius-Hölder-Straße 39";"70597";"Stuttgart";"DE";"";"";"";"nein";"";"Nicole Tietz";
"188";"+49 (2382) 959-0";"";"+49 (2382) 959-470";"";"";"";"";"";"";"Tim Comanns";"";"Agentur für Arbeit Ahlen";"";"";"http://www.arbeitsagentur.de/nn_11728/Partner/RD-NRW/Ahlen-Muenster/36703-Geschaeftsstelle-Ahlen.html";"";"";"";"";"";"";"";"";"";"";"Postfach 1154<br />
59201 Ahlen<br/>";"Postfach 1154
59201 Ahlen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Postfach 1154";"59201";"Ahlen";"DE";"";"";"";"nein";"";"Nicole Tietz";
"189";"+49 (821) 3151-0";"";"+49 (821) 3151-499";"";"";"";"";"";"";"Tim Comanns";"";"Agentur für Arbeit Augsburg";"";"";"http://www.arbeitsagentur.de/Navigation/Dienststellen/RD-BY/Augsburg/Agentur/Agentur-Nav.html";"";"";"";"";"";"";"";"";"";"";"Wertachstr. 28<br />
86150 Augsburg<br/>";"Wertachstr. 28
86150 Augsburg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Wertachstr. 28";"86150";"Augsburg";"DE";"";"";"";"nein";"";"Nicole Tietz";
"190";"+49 (7351) 3404-0";"";"+49 (7351) 3404-300";"";"";"";"biberach@arbeitsagentur.de";"";"";"Tim Comanns";"";"Agentur für Arbeit Biberach";"";"";"http://www.arbeitsagentur.de/nn_2836/Partner/RD-BW/Ulm/68411-Geschaeftsstelle-Biberach.html";"";"";"";"";"";"";"";"";"";"";"Waldseer Strasse 34<br />
88400 Biberach<br/>";"Waldseer Strasse 34
88400 Biberach";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Waldseer Strasse 34";"88400";"Biberach";"DE";"";"";"";"nein";"";"Lars Vollmer";
"191";"+49 (5141) 961-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Agentur für Arbeit Celle";"";"";"http://www.arbeitsagentur.de/nn_13230/Navigation/Dienststellen/RD-NSB/Celle/Celle-Nav.html";"";"";"";"";"";"";"";"";"";"";"Georg-Wilhelm-Str. 14<br />
29223 Celle<br/>";"Georg-Wilhelm-Str. 14
29223 Celle";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Georg-Wilhelm-Str. 14";"29223";"Celle";"DE";"";"";"";"nein";"";"Nicole Tietz";
"192";"+49 (551) 520-0";"";"";"";"";"";"";"";"";"Tim Comanns";"";"Agentur für Arbeit Göttingen";"";"";"http://www.arbeitsagentur.de/";"";"";"";"";"";"";"";"";"";"";"Bahnhofsallee 5<br />
37081 Göttingen<br/>";"Bahnhofsallee 5
37081 Göttingen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Tim Comanns";"19.12.2013 15:19:05";"Tim Comanns";"19.12.2013 15:19:05";"";"Bahnhofsallee 5";"37081";"Göttingen";"DE";"";"";"";"nein";"";"Nicole Tietz";
